run_id,match_id,table_size,hand_id,decision_id,player,profile,stage,pot_size,to_call,player_chips,chosen_action,bet_amount,response_time_ms,history_window_size,used_opponent_stats,used_fallback,reason
20260409T024859Z,match_001_baseline_vs_weak_ai,2,2,12,baseline,baseline,PreFlop,1160,40,390,Raise,60,0.049,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.08, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,2,13,weak_ai,weak_ai,PreFlop,1260,60,350,Raise,40,2653.375,3,False,False,The opponent has raised multiple times and is betting aggressively. Following suit with a raise maintains pressure and aligns with the bot's short-memory strategy of reacting to current action.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,2,14,baseline,baseline,PreFlop,1360,40,290,Raise,60,0.045,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.09, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,2,15,weak_ai,weak_ai,PreFlop,1460,60,250,Raise,40,2622.325,3,False,False,The opponent has raised multiple times and is betting aggressively. Following suit with a raise is consistent with weak_ai's short memory strategy and attempts to maintain pressure.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,2,16,baseline,baseline,PreFlop,1560,40,190,Raise,60,0.046,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.12, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,2,17,weak_ai,weak_ai,PreFlop,1660,60,150,Raise,40,2946.588,3,False,False,The opponent has raised multiple times and is betting aggressively. Following suit with a raise within the allowed range is a conservative approach given the bot's short memory and focus on current street.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,2,18,baseline,baseline,PreFlop,1780,40,70,Raise,80,0.041,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.17, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,2,19,weak_ai,weak_ai,PreFlop,1910,80,20,Raise,50,2357.143,3,False,False,I am a short-memory bot and have been raising consistently. I will continue with a small raise to maintain pressure.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,2,20,baseline,baseline,PreFlop,1960,50,20,Call,0,0.043,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.42, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,2,21,baseline,baseline,Flop,1960,0,20,Check,0,0.099,0,False,False,"Baseline heuristic using High Card strength=0.90, pressure=0.00, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,2,22,weak_ai,weak_ai,Flop,1960,0,20,Check,0,2357.88,3,False,False,The board is unfavorable to my hand (Ace-high). Baseline checked. I will check to see what the opponent does.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,2,23,baseline,baseline,Turn,1960,0,20,Check,0,0.12,0,False,False,"Baseline heuristic using High Card strength=0.90, pressure=0.00, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,2,24,weak_ai,weak_ai,Turn,1960,0,20,Check,0,2691.612,3,False,False,Short memory poker bot. The board is relatively dry and I have a decent hand (Ace-King). Checking allows me to see the river card without committing more chips.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,2,25,baseline,baseline,River,1960,0,20,Check,0,0.189,0,False,False,"Baseline heuristic using High Card strength=0.90, pressure=0.00, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,2,26,weak_ai,weak_ai,River,1960,0,20,Check,0,2781.303,3,False,False,Short memory bot. The board is relatively dry and the opponent checked before. Checking allows me to see if they have a strong hand without committing more chips.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,3,1,baseline,baseline,PreFlop,40,10,980,Call,0,0.045,0,False,False,"Baseline heuristic using preflop strength=0.53, pressure=0.01, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,3,2,weak_ai,weak_ai,PreFlop,70,0,950,Raise,30,2696.771,3,False,False,I have Ace-King and I'm facing a small bet. Raising to 30 is a reasonable continuation bet given my strong hand and the short memory profile of this bot.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,3,3,baseline,baseline,PreFlop,100,30,950,Call,0,0.049,0,False,False,"Baseline heuristic using preflop strength=0.53, pressure=0.03, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,3,4,weak_ai,weak_ai,Flop,140,0,910,Raise,40,2257.799,3,False,False,I have King high and Ace low on the flop. I will raise to 40 to see where I am at.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,3,5,baseline,baseline,Flop,180,40,910,Call,0,0.077,0,False,False,"Baseline heuristic using Two Pair strength=0.58, pressure=0.04, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,3,6,weak_ai,weak_ai,Turn,240,0,850,Raise,60,2733.7,3,False,False,"I am currently in the lead and should continue to pressure baseline. My short memory profile suggests I shouldn't get overly aggressive, but a continuation bet is appropriate given my previous raise."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,3,7,baseline,baseline,Turn,300,60,850,Call,0,0.15,0,False,False,"Baseline heuristic using Two Pair strength=0.58, pressure=0.06, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,3,8,weak_ai,weak_ai,River,325,0,825,Raise,25,2408.425,3,False,False,The opponent has called multiple raises and is likely holding a strong hand. I should continue to put pressure on them with a small raise.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,3,9,baseline,baseline,River,350,25,825,Call,0,0.286,0,False,False,"Baseline heuristic using Two Pair strength=0.58, pressure=0.03, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,4,1,weak_ai,weak_ai,PreFlop,70,10,950,Raise,30,2514.966,3,False,False,"I have a decent hand (10-6) and the pot is relatively small. Following my short memory strategy, I'll raise to maintain control."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,4,2,baseline,baseline,PreFlop,100,30,950,Call,0,0.045,0,False,False,"Baseline heuristic using preflop strength=0.83, pressure=0.03, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,4,3,baseline,baseline,Flop,100,0,950,Check,0,0.063,0,False,False,"Baseline heuristic using High Card strength=0.63, pressure=0.00, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,4,4,weak_ai,weak_ai,Flop,140,0,910,Raise,40,2226.697,3,False,False,I have top pair with Aces and the board is relatively dry. I will raise to value bet and build the pot.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,4,5,baseline,baseline,Flop,180,40,910,Call,0,0.102,0,False,False,"Baseline heuristic using High Card strength=0.63, pressure=0.04, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,4,6,baseline,baseline,Turn,180,0,910,Check,0,0.106,0,False,False,"Baseline heuristic using High Card strength=0.73, pressure=0.00, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,4,7,weak_ai,weak_ai,Turn,240,0,850,Raise,60,2299.078,3,False,False,I'm checking with a weak hand and the board is scary. I will raise to try and build the pot.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,4,8,baseline,baseline,Turn,300,60,850,Call,0,0.135,0,False,False,"Baseline heuristic using High Card strength=0.73, pressure=0.06, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,4,9,baseline,baseline,River,300,0,850,Check,0,0.234,0,False,False,"Baseline heuristic using High Card strength=0.73, pressure=0.00, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,4,10,weak_ai,weak_ai,River,360,0,790,Raise,60,2772.278,3,False,False,The board is very coordinated with multiple diamonds and a ten. My hand is also a suited connector which can improve on later streets. I should continue to build the pot given my opponent checked.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,4,11,baseline,baseline,River,420,60,790,Call,0,0.294,0,False,False,"Baseline heuristic using High Card strength=0.73, pressure=0.07, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,1,baseline,baseline,PreFlop,90,10,930,Raise,50,0.041,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.01, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,2,weak_ai,weak_ai,PreFlop,170,50,900,Raise,30,2623.566,3,False,False,I am a conservative bot with short memory. The pot is already significant and I was raised to 20. Increasing my bet slightly seems reasonable given the current board.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,3,baseline,baseline,PreFlop,260,30,840,Raise,60,0.048,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.03, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,4,weak_ai,weak_ai,PreFlop,360,60,800,Raise,40,2781.772,3,False,False,I am weak_ai and have short memory. The pot is 260 and baseline has raised to 60. I should raise to 40 to keep up with the action.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,5,baseline,baseline,PreFlop,460,40,740,Raise,60,0.045,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.05, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,6,weak_ai,weak_ai,PreFlop,560,60,700,Raise,40,3005.869,3,False,False,"The baseline has raised multiple times and is currently at 60. I should raise to keep the pot moving and potentially build it up. My short memory profile suggests avoiding large bluffs, so a moderate increase is appropriate."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,7,baseline,baseline,PreFlop,660,40,640,Raise,60,0.071,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.05, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,8,weak_ai,weak_ai,PreFlop,760,60,600,Raise,40,2948.618,3,False,False,"The pot is building and I want to maintain some pressure. My opponent has raised multiple times, and my short memory profile suggests I should not deviate significantly from the current action. Raising 40 fits within my raise range."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,9,baseline,baseline,PreFlop,860,40,540,Raise,60,0.054,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.06, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,10,weak_ai,weak_ai,PreFlop,960,60,500,Raise,40,2378.639,3,False,False,"The baseline has raised multiple times and is betting aggressively. I should continue to pressure them with a raise, staying within my defined range."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,11,baseline,baseline,PreFlop,1060,40,440,Raise,60,0.031,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.07, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,12,weak_ai,weak_ai,PreFlop,1160,60,400,Raise,40,2892.939,3,False,False,The baseline has raised multiple times and is betting aggressively. I should keep up with the current action to avoid falling behind. My short memory profile suggests focusing on the current street.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,13,baseline,baseline,PreFlop,1260,40,340,Raise,60,0.045,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.08, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,14,weak_ai,weak_ai,PreFlop,1360,60,300,Raise,40,2640.517,3,False,False,The baseline has raised multiple times and is betting aggressively. Following suit with a raise is a conservative approach given my short memory and the current pot size.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,15,baseline,baseline,PreFlop,1460,40,240,Raise,60,0.032,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.11, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,16,weak_ai,weak_ai,PreFlop,1560,60,200,Raise,40,2600.277,3,False,False,"The bot has a short memory and is currently raising. The baseline is also raising, so it's best to continue with a conservative raise within the allowed range."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,17,baseline,baseline,PreFlop,1660,40,140,Raise,60,0.045,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.14, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,18,weak_ai,weak_ai,PreFlop,1780,60,80,Raise,60,3166.435,3,False,False,The baseline has been aggressively raising and I need to keep up to avoid folding. My current raise of 40 is too small given the pot size and the baseline's actions.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,19,baseline,baseline,PreFlop,1840,60,80,Call,0,0.038,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.30, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,20,weak_ai,weak_ai,Flop,1880,0,40,Raise,40,2542.452,3,False,False,"The board is fairly linear and I have a decent hand (98King). Following my short memory strategy, I will raise to maintain pressure."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,5,21,baseline,baseline,Flop,1880,40,80,Fold,0,0.084,0,False,False,"Baseline heuristic using High Card strength=0.90, pressure=0.33, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,6,1,weak_ai,weak_ai,PreFlop,70,10,950,Raise,30,2522.353,3,False,False,"I have a decent hand (7-8) and the pot is relatively small. Following my short memory strategy, I'll raise to maintain control."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,6,2,baseline,baseline,PreFlop,100,30,950,Call,0,0.048,0,False,False,"Baseline heuristic using preflop strength=0.77, pressure=0.03, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,6,3,baseline,baseline,Flop,100,0,950,Check,0,0.083,0,False,False,"Baseline heuristic using High Card strength=0.73, pressure=0.00, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,6,4,weak_ai,weak_ai,Flop,135,0,915,Raise,35,2393.443,3,False,False,"I have a King and a Seven of Diamonds, both suited. The board is also a pair of sevens. I will raise to protect my hand."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,6,5,baseline,baseline,Flop,170,35,915,Call,0,0.076,0,False,False,"Baseline heuristic using High Card strength=0.73, pressure=0.04, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,6,6,baseline,baseline,Turn,170,0,915,Check,0,0.135,0,False,False,"Baseline heuristic using High Card strength=0.73, pressure=0.00, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,6,7,weak_ai,weak_ai,Turn,230,0,855,Raise,60,3004.303,3,False,False,"I have King and 7 of Diamonds, both hearts. The board is also a heart. I'm currently in the lead with a raise of 35. Given my short memory profile, I will increase the bet slightly to maintain pressure."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,6,8,baseline,baseline,Turn,290,60,855,Call,0,0.124,0,False,False,"Baseline heuristic using High Card strength=0.73, pressure=0.06, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,6,9,baseline,baseline,River,290,0,855,Check,0,0.225,0,False,False,"Baseline heuristic using High Card strength=0.73, pressure=0.00, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,6,10,weak_ai,weak_ai,River,355,0,790,Raise,65,2799.488,3,False,False,The opponent checked on the river. I have been raising consistently throughout the hand and want to maintain pressure. My short memory profile suggests continuing with a raise is appropriate given the current pot size and my recent actions.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,6,11,baseline,baseline,River,420,65,790,Call,0,0.231,0,False,False,"Baseline heuristic using High Card strength=0.73, pressure=0.07, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,1,baseline,baseline,PreFlop,90,10,930,Raise,50,0.033,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.01, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,2,weak_ai,weak_ai,PreFlop,170,50,900,Raise,30,2688.862,3,False,False,I am a conservative bot with short memory. The pot is already significant and I was raised to 50. Raising 30 seems like a reasonable continuation bet given my recent wins.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,3,baseline,baseline,PreFlop,260,30,840,Raise,60,0.043,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.03, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,4,weak_ai,weak_ai,PreFlop,350,60,810,Raise,30,2349.566,3,False,False,"The pot is already significant and baseline has raised twice. Following my short memory strategy, I will raise to maintain a reasonable position and not overextend myself."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,5,baseline,baseline,PreFlop,440,30,750,Raise,60,0.045,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.03, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,6,weak_ai,weak_ai,PreFlop,530,60,720,Raise,30,2689.932,3,False,False,"The pot is already at 440 and baseline has raised to 60. I need to increase my bet to maintain pressure and given my short memory profile, a small raise is appropriate."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,7,baseline,baseline,PreFlop,620,30,660,Raise,60,0.046,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.04, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,8,weak_ai,weak_ai,PreFlop,710,60,630,Raise,30,2360.523,3,False,False,The baseline has raised multiple times and I want to keep up with the current betting action. My short memory profile suggests focusing on the current street.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,9,baseline,baseline,PreFlop,800,30,570,Raise,60,0.044,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.04, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,10,weak_ai,weak_ai,PreFlop,890,60,540,Raise,30,2624.88,3,False,False,"The bot has a decent hand (Ace high) and is currently in a raise pot. Following the short memory strategy, it will continue to raise with the current bet size."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,11,baseline,baseline,PreFlop,980,30,480,Raise,60,0.041,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.05, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,12,weak_ai,weak_ai,PreFlop,1070,60,450,Raise,30,2754.121,3,False,False,The bot has a decent hand (Ace-7) and is currently raising. It should continue to raise conservatively given its short memory and focus on current street.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,13,baseline,baseline,PreFlop,1160,30,390,Raise,60,0.047,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.06, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,14,weak_ai,weak_ai,PreFlop,1250,60,360,Raise,30,2513.521,3,False,False,"The bot has a short memory and focuses on current street. The baseline is raising aggressively, and weak_ai should continue to raise to maintain pressure."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,15,baseline,baseline,PreFlop,1340,30,300,Raise,60,0.034,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.07, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,16,weak_ai,weak_ai,PreFlop,1430,60,270,Raise,30,2573.399,3,False,False,"The bot has a short memory and focuses on current street. The baseline is raising consistently, and weak_ai should continue to raise to maintain pressure."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,17,baseline,baseline,PreFlop,1520,30,210,Raise,60,0.046,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.09, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,18,weak_ai,weak_ai,PreFlop,1610,60,180,Raise,30,2562.57,3,False,False,"The bot has a decent hand (7-Ace) and is currently raising. Following the short memory strategy, it should continue to raise in this situation."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,19,baseline,baseline,PreFlop,1700,30,120,Raise,60,0.048,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.12, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,20,weak_ai,weak_ai,PreFlop,1820,60,60,Raise,60,2690.739,3,False,False,"The bot has a short memory and focuses on current street. The baseline is raising consistently, and weak_ai should continue to match this action with a small raise."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,21,baseline,baseline,PreFlop,1880,60,60,Call,0,0.044,0,False,False,"Baseline heuristic using preflop strength=1.00, pressure=0.33, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,22,weak_ai,weak_ai,Flop,1910,0,30,Raise,30,2249.9,3,False,False,I am a short memory bot and I will raise to maintain my current bet size.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,23,baseline,baseline,Flop,1940,30,30,Call,0,0.083,0,False,False,"Baseline heuristic using One Pair strength=0.69, pressure=0.33, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,24,weak_ai,weak_ai,Turn,1970,0,0,Raise,30,2229.234,3,False,False,I am a short-memory bot and I will continue to raise based on previous actions.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,7,25,baseline,baseline,Turn,2000,30,0,Call,0,0.113,0,False,False,"Baseline heuristic using One Pair strength=0.76, pressure=0.50, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,8,1,weak_ai,weak_ai,PreFlop,70,10,950,Raise,30,2336.224,3,False,False,"I have King high and the pot is relatively small. Following the bot's short memory strategy, I will raise to maintain pressure."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,8,2,baseline,baseline,PreFlop,100,30,950,Call,0,0.035,0,False,False,"Baseline heuristic using preflop strength=0.87, pressure=0.03, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,8,3,baseline,baseline,Flop,175,0,875,Raise,75,0.056,0,False,False,"Baseline heuristic using One Pair strength=0.93, pressure=0.00, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,8,4,weak_ai,weak_ai,Flop,330,75,795,Raise,80,2153.551,3,False,False,Baseline raised preflop and continues to bet on the flop. I will raise to maintain pot control and put pressure on baseline.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,8,5,baseline,baseline,Flop,410,80,795,Call,0,0.062,0,False,False,"Baseline heuristic using One Pair strength=0.93, pressure=0.08, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,8,6,baseline,baseline,Turn,490,0,715,Raise,80,0.075,0,False,False,"Baseline heuristic using One Pair strength=0.93, pressure=0.00, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,8,7,weak_ai,weak_ai,Turn,938,80,347,Raise,368,2356.656,3,False,False,Baseline has raised twice and is betting aggressively. I need to keep up the pressure with a substantial raise given my current position and board texture.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,8,8,baseline,baseline,Turn,1306,368,347,Call,0,0.169,0,False,False,"Baseline heuristic using One Pair strength=0.93, pressure=0.34, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,8,9,baseline,baseline,River,1386,0,267,Raise,80,0.258,0,False,False,"Baseline heuristic using One Pair strength=1.00, pressure=0.00, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,8,10,weak_ai,weak_ai,River,1640,80,93,Raise,174,3132.318,3,False,False,Baseline has raised on the turn. I need to increase my bet to maintain pressure and potentially win the pot. My raise range is 20-174.
20260409T024859Z,match_001_baseline_vs_weak_ai,2,8,11,baseline,baseline,River,1814,174,93,Call,0,0.27,0,False,False,"Baseline heuristic using One Pair strength=1.00, pressure=0.39, opponents=1."
20260409T024859Z,match_001_baseline_vs_weak_ai,2,9,1,baseline,baseline,PreFlop,40,10,980,Call,0,0.046,0,False,False,"Baseline heuristic using preflop strength=0.73, pressure=0.01, opponents=1."
